,state_name,date,industry_name,avg_hourly_earnings,unemployment_rate,cpi_national,real_wage_index,wage_growth_yoy
6719,Illinois,2025-04-01,"Trade, Transportation, and Utilities",1005.58,4.5,320.795,313.46498542683025,0.04041302818358661
6731,Illinois,2025-05-01,"Trade, Transportation, and Utilities",1004.25,4.4,321.465,312.3979282348001,0.04618093174431204
6743,Illinois,2025-06-01,"Trade, Transportation, and Utilities",1018.08,4.5,322.561,315.62402150290956,0.038634578304649114
6755,Illinois,2025-07-01,"Trade, Transportation, and Utilities",1011.02,4.8,323.048,312.96277952502413,0.035149330903357257
6767,Illinois,2025-08-01,"Trade, Transportation, and Utilities",1013.69,4.7,323.976,312.8904610218041,0.03541296398439253
6779,Illinois,2025-09-01,"Trade, Transportation, and Utilities",1005.58,4.3,324.8,309.5997536945813,0.019816640298568
6791,Illinois,2025-10-01,"Trade, Transportation, and Utilities",1008.23,4.3,324.17415384615384,311.0149245514757,0.02939434779057426
6803,Illinois,2025-11-01,"Trade, Transportation, and Utilities",1006.83,4.6,324.122,310.63303324056994,0.04195427873619728
6815,Illinois,2025-12-01,"Trade, Transportation, and Utilities",992.35,4.8,324.054,306.2298258932154,0.0017261568279092199
6948,Indiana,2023-01-01,Construction,1305.99,3.7,299.17,436.53775445398935,0.10001263423878703
6959,Indiana,2023-02-01,Construction,1295.53,3.8,300.84,430.63754819837794,0.0579382318835846
6970,Indiana,2023-03-01,Construction,1334.18,3.7,301.836,442.02149511655335,0.07298360181111918
6981,Indiana,2023-04-01,Construction,1372.02,2.8,303.363,452.2700527091306,0.09462984976982791
6992,Indiana,2023-05-01,Construction,1384.84,3.4,304.127,455.3492455454465,0.04907352696089573
7003,Indiana,2023-06-01,Construction,1387.95,3.6,305.109,454.9030018780174,0.0473750537666866
7014,Indiana,2023-07-01,Construction,1377.25,3.7,305.691,450.5366530254408,0.04818332648370549
7025,Indiana,2023-08-01,Construction,1378.18,3.6,307.026,448.88055083282853,0.03195806813927371
7036,Indiana,2023-09-01,Construction,1397.32,3.2,307.789,453.9863347942909,0.056590647873691724
7047,Indiana,2023-10-01,Construction,1415.81,3.3,307.671,460.1701167805871,0.05006267104745943
7058,Indiana,2023-11-01,Construction,1385.07,3.4,307.051,451.08793001814036,0.043100072297867165
7069,Indiana,2023-12-01,Construction,1362.88,3.2,306.746,444.3024521917157,0.05557147614879998
7080,Indiana,2024-01-01,Construction,1276.5,4.1,308.417,413.8876910157352,-0.02258057106103417
7091,Indiana,2024-02-01,Construction,1332.0,4.4,310.326,429.2260397130759,0.028150641050380898
7102,Indiana,2024-03-01,Construction,1334.36,4.3,312.332,427.2248760933878,0.0001349143294007149
7113,Indiana,2024-04-01,Construction,1292.34,3.6,313.548,412.1665582303188,-0.05807495517558059
7124,Indiana,2024-05-01,Construction,1348.71,4.0,314.069,429.43111227150723,-0.026089656566823494
7135,Indiana,2024-06-01,Construction,1403.22,4.4,314.175,446.6364287419432,0.011001837241975565
7146,Indiana,2024-07-01,Construction,1346.43,4.9,314.54,428.0632034081516,-0.022377927028498723
7157,Indiana,2024-08-01,Construction,1411.03,4.4,314.796,448.2363181234832,0.02383578342451642
7168,Indiana,2024-09-01,Construction,1430.67,4.0,315.301,453.74737155924026,0.02386711705264366
7179,Indiana,2024-10-01,Construction,1452.14,4.0,315.664,460.0271174413301,0.02566022277000446
7190,Indiana,2024-11-01,Construction,1391.06,4.3,315.493,440.9162802344268,0.004324691170843442
7201,Indiana,2024-12-01,Construction,1375.77,4.0,315.605,435.91514709842994,0.009457912655552958
7212,Indiana,2025-01-01,Construction,1311.53,4.5,317.671,412.85795681695845,0.027442224833529094
7223,Indiana,2025-02-01,Construction,1332.24,4.5,319.082,417.52276844196786,0.00018018018018017834
7234,Indiana,2025-03-01,Construction,1389.62,3.4,319.799,434.52918864661865,0.04141311190383412
7245,Indiana,2025-04-01,Construction,1383.8,3.0,320.795,431.3658255272058,0.0707708497763746
7256,Indiana,2025-05-01,Construction,1422.72,3.4,321.465,442.57384163128177,0.05487465800653957
7267,Indiana,2025-06-01,Construction,1451.22,3.7,322.561,449.9055992509944,0.03420703809808878
7278,Indiana,2025-07-01,Construction,1483.02,4.2,323.048,459.07109779351674,0.10144604621109155
7289,Indiana,2025-08-01,Construction,1529.94,3.8,323.976,472.2386843469887,0.08427177310191847
7300,Indiana,2025-09-01,Construction,1564.29,3.5,324.8,481.6163793103448,0.09339680010065199
7311,Indiana,2025-10-01,Construction,1517.76,3.5,324.74350000000004,467.37194123977844,0.04518848044954327
7322,Indiana,2025-11-01,Construction,1532.88,3.3,324.122,472.9330313894151,0.10195103014967022
7333,Indiana,2025-12-01,Construction,1463.01,2.7,324.054,451.4710511211095,0.06341176214047417
6949,Indiana,2023-01-01,Financial Activities,1227.62,3.7,299.17,410.3419460507404,-0.044467795290912715
6960,Indiana,2023-02-01,Financial Activities,1189.13,3.8,300.84,395.26991091610165,0.012111669078219478
6971,Indiana,2023-03-01,Financial Activities,1203.41,3.7,301.836,398.69664321022015,0.005271071756745682
6982,Indiana,2023-04-01,Financial Activities,1243.28,2.8,303.363,409.8324449586799,0.01621656967239904
6993,Indiana,2023-05-01,Financial Activities,1209.35,3.4,304.127,397.64637799340403,-0.010958904109589107
7004,Indiana,2023-06-01,Financial Activities,1226.32,3.6,305.109,401.9284911293997,0.04438766819962514
7015,Indiana,2023-07-01,Financial Activities,1255.62,3.7,305.691,410.7481083839564,0.07995458689556689
7026,Indiana,2023-08-01,Financial Activities,1253.67,3.6,307.026,408.3269820796936,0.0574139676113361
7037,Indiana,2023-09-01,Financial Activities,1246.64,3.2,307.789,405.0307190965239,0.046471022765428804
7048,Indiana,2023-10-01,Financial Activities,1294.51,3.3,307.671,420.74488658339595,0.04511436022056614
7059,Indiana,2023-11-01,Financial Activities,1323.49,3.4,307.051,431.03262975857433,0.10864557417971343
7070,Indiana,2023-12-01,Financial Activities,1270.1,3.2,306.746,414.0559290096692,0.08857938718662939
7081,Indiana,2024-01-01,Financial Activities,1275.39,4.1,308.417,413.5277886757216,0.03891269285283738
7092,Indiana,2024-02-01,Financial Activities,1260.77,4.4,310.326,406.2727583251161,0.060245725866810096
7103,Indiana,2024-03-01,Financial Activities,1278.84,4.3,312.332,409.4489197392518,0.06268021704988302
7114,Indiana,2024-04-01,Financial Activities,1288.13,3.6,313.548,410.823861099417,0.036073933466314934
7125,Indiana,2024-05-01,Financial Activities,1287.97,4.0,314.069,410.09141303344165,0.06501012940836004
7136,Indiana,2024-06-01,Financial Activities,1286.32,4.4,314.175,409.4278666348372,0.048926870637354014
7147,Indiana,2024-07-01,Financial Activities,1277.11,4.9,314.54,406.0246709480511,0.01711505073190933
7158,Indiana,2024-08-01,Financial Activities,1280.64,4.4,314.796,406.8158426409485,0.021512838306731563
7169,Indiana,2024-09-01,Financial Activities,1291.96,4.0,315.301,409.75448856806673,0.036353718796124035
7180,Indiana,2024-10-01,Financial Activities,1290.67,4.0,315.664,408.87462618480413,-0.0029663733767988365
7191,Indiana,2024-11-01,Financial Activities,1253.19,4.3,315.493,397.21642001565806,-0.0531171372658652
7202,Indiana,2024-12-01,Financial Activities,1300.14,4.0,315.605,411.9516484212861,0.023651680970002475
7213,Indiana,2025-01-01,Financial Activities,1252.82,4.5,317.671,394.37657198800014,-0.017696547722657496
7224,Indiana,2025-02-01,Financial Activities,1310.17,4.5,319.082,410.6060511091193,0.039182404403658166
7235,Indiana,2025-03-01,Financial Activities,1322.46,3.4,319.799,413.52849758754724,0.034109036314159846
7246,Indiana,2025-04-01,Financial Activities,1280.63,3.0,320.795,399.2050998301096,-0.005822393702498929
7257,Indiana,2025-05-01,Financial Activities,1268.9,3.4,321.465,394.7241534848273,-0.014806245487084313
7268,Indiana,2025-06-01,Financial Activities,1300.55,3.7,322.561,403.1950545788239,0.01106256607998013
7279,Indiana,2025-07-01,Financial Activities,1284.49,4.2,323.048,397.6158341794408,0.005778672158232245
7290,Indiana,2025-08-01,Financial Activities,1338.57,3.8,323.976,413.16949403659527,0.04523519490254868
7301,Indiana,2025-09-01,Financial Activities,1332.9,3.5,324.8,410.3756157635468,0.031688287563082396
7312,Indiana,2025-10-01,Financial Activities,1383.46,3.5,324.687,426.0903577907339,0.07189289283860312
7323,Indiana,2025-11-01,Financial Activities,1369.39,3.3,324.122,422.49214801833875,0.09272336995986241
7334,Indiana,2025-12-01,Financial Activities,1330.13,2.7,324.054,410.4655396940017,0.023066746658052306
6950,Indiana,2023-01-01,Goods Producing,1240.92,3.7,299.17,414.78757896847947,0.05390462440018684
6961,Indiana,2023-02-01,Goods Producing,1205.6,3.8,300.84,400.7445818375216,-0.022967081057425953
6972,Indiana,2023-03-01,Goods Producing,1214.24,3.7,301.836,402.28468439815003,-0.00868656521455169
6983,Indiana,2023-04-01,Goods Producing,1239.47,2.8,303.363,408.57652383448215,0.04179904853161198
6994,Indiana,2023-05-01,Goods Producing,1249.12,3.4,304.127,410.72315184117156,0.017903271808662247
7005,Indiana,2023-06-01,Goods Producing,1247.15,3.6,305.109,408.7555594885763,0.024218583184140163
7016,Indiana,2023-07-01,Goods Producing,1250.62,3.7,305.691,409.11246978157686,0.0373424021234241
7027,Indiana,2023-08-01,Goods Producing,1247.4,3.6,307.026,406.2848097555256,0.03521249491688594
7038,Indiana,2023-09-01,Goods Producing,1265.04,3.2,307.789,411.0088404718817,0.046291777978115345
7049,Indiana,2023-10-01,Goods Producing,1258.17,3.3,307.671,408.933568649629,0.027648000522739302
7060,Indiana,2023-11-01,Goods Producing,1253.73,3.4,307.051,408.3132769474778,0.02182648029667056
7071,Indiana,2023-12-01,Goods Producing,1217.48,3.2,306.746,396.9016710894356,0.007547419643152864
7082,Indiana,2024-01-01,Goods Producing,1176.18,4.1,308.417,381.3603011507148,-0.05217096992553916
7093,Indiana,2024-02-01,Goods Producing,1202.79,4.4,310.326,387.5891804102782,-0.002330789648307796
7104,Indiana,2024-03-01,Goods Producing,1220.7,4.3,312.332,390.8341124188364,0.005320200289893329
7115,Indiana,2024-04-01,Goods Producing,1209.51,3.6,313.548,385.7495503080868,-0.024171621741550853
7126,Indiana,2024-05-01,Goods Producing,1227.74,4.0,314.069,390.9140984942799,-0.017116049698987945
7137,Indiana,2024-06-01,Goods Producing,1257.65,4.4,314.175,400.3023792472348,0.00841919576634731
7148,Indiana,2024-07-01,Goods Producing,1215.39,4.9,314.54,386.4023653589369,-0.02817002766627741
7159,Indiana,2024-08-01,Goods Producing,1251.74,4.4,314.796,397.63529396815716,0.003479236812570008
7170,Indiana,2024-09-01,Goods Producing,1284.74,4.0,315.301,407.46461317915265,0.015572630114462749
7181,Indiana,2024-10-01,Goods Producing,1290.65,4.0,315.664,408.8682903340261,0.02581527138621964
7192,Indiana,2024-11-01,Goods Producing,1271.19,4.3,315.493,402.92177639440496,0.013926443492618068
7203,Indiana,2024-12-01,Goods Producing,1303.26,4.0,315.605,412.9402259153055,0.07045700956073198
7214,Indiana,2025-01-01,Goods Producing,1275.12,4.5,317.671,401.39641327033314,0.08411977758506328
7225,Indiana,2025-02-01,Goods Producing,1307.3,4.5,319.082,409.7065957966918,0.08688964823452139
7236,Indiana,2025-03-01,Goods Producing,1308.96,3.4,319.799,409.3070960196874,0.07230277709510946
7247,Indiana,2025-04-01,Goods Producing,1301.14,3.0,320.795,405.5985910004832,0.07575795156716358
7258,Indiana,2025-05-01,Goods Producing,1311.67,3.4,321.465,408.02886783942273,0.06836137944515941
7269,Indiana,2025-06-01,Goods Producing,1313.51,3.7,322.561,407.2128992655653,0.04441617302111078
7280,Indiana,2025-07-01,Goods Producing,1318.09,4.2,323.048,408.01676531041824,0.08449962563456981
7291,Indiana,2025-08-01,Goods Producing,1356.94,3.8,323.976,418.83966713583726,0.08404301212711918
7302,Indiana,2025-09-01,Goods Producing,1371.06,3.5,324.8,422.1243842364531,0.06718869187539878
7313,Indiana,2025-10-01,Goods Producing,1343.27,3.5,324.6305,413.7842870586713,0.04077015457327704
7324,Indiana,2025-11-01,Goods Producing,1350.59,3.3,324.122,416.6918629404977,0.06246115844208955
7335,Indiana,2025-12-01,Goods Producing,1363.81,2.7,324.054,420.85886920081225,0.04646041465248674
6951,Indiana,2023-01-01,Leisure and Hospitality,419.63,3.7,299.17,140.26473242637965,0.0476083483123626
6962,Indiana,2023-02-01,Leisure and Hospitality,425.01,3.8,300.84,141.2744315915437,0.06486770895971139
6973,Indiana,2023-03-01,Leisure and Hospitality,421.12,3.7,301.836,139.519474151526,0.02507180760430372
6984,Indiana,2023-04-01,Leisure and Hospitality,414.54,2.8,303.363,136.64817396979856,0.011813522089333839
6995,Indiana,2023-05-01,Leisure and Hospitality,435.01,3.4,304.127,143.03563971630274,0.04657764946469389
7006,Indiana,2023-06-01,Leisure and Hospitality,446.5,3.6,305.109,146.34114365685707,0.0800677310111273
7017,Indiana,2023-07-01,Leisure and Hospitality,452.12,3.7,305.691,147.90098498156635,0.11004173827645469
7028,Indiana,2023-08-01,Leisure and Hospitality,453.64,3.6,307.026,147.7529590327855,0.10906290492139936
7039,Indiana,2023-09-01,Leisure and Hospitality,446.46,3.2,307.789,145.0539168066435,0.05111241907004116
7050,Indiana,2023-10-01,Leisure and Hospitality,451.44,3.3,307.671,146.72816092514407,0.05971830985915494
7061,Indiana,2023-11-01,Leisure and Hospitality,448.75,3.4,307.051,146.1483597187438,0.049977772058307446
7072,Indiana,2023-12-01,Leisure and Hospitality,448.55,3.2,306.746,146.22847567694447,0.04127492629477447
7083,Indiana,2024-01-01,Leisure and Hospitality,442.62,4.1,308.417,143.51348985302369,0.05478635941186294
7094,Indiana,2024-02-01,Leisure and Hospitality,459.75,4.4,310.326,148.150654473038,0.08173925319404263
7105,Indiana,2024-03-01,Leisure and Hospitality,459.4,4.3,312.332,147.08707401098832,0.09090045592705165
7116,Indiana,2024-04-01,Leisure and Hospitality,449.29,3.6,313.548,143.29225509331906,0.08382785738408849
7127,Indiana,2024-05-01,Leisure and Hospitality,461.16,4.0,314.069,146.8339759734326,0.06011356060780226
7138,Indiana,2024-06-01,Leisure and Hospitality,451.86,4.4,314.175,143.82430174265934,0.012004479283314717
7149,Indiana,2024-07-01,Leisure and Hospitality,448.25,4.9,314.54,142.50969669994277,-0.008559674422719654
7160,Indiana,2024-08-01,Leisure and Hospitality,447.25,4.4,314.796,142.0761381974358,-0.014086059430385323
7171,Indiana,2024-09-01,Leisure and Hospitality,447.56,4.0,315.301,141.94690153218673,0.0024638265466112586
7182,Indiana,2024-10-01,Leisure and Hospitality,461.4,4.0,315.664,146.16807744943992,0.02206273258904834
7193,Indiana,2024-11-01,Leisure and Hospitality,463.0,4.3,315.493,146.75444463110117,0.031754874651810594
7204,Indiana,2024-12-01,Leisure and Hospitality,466.83,4.0,315.605,147.91590754265616,0.04075353918180791
7215,Indiana,2025-01-01,Leisure and Hospitality,475.48,4.5,317.671,149.67686694725046,0.07423975419095385
7226,Indiana,2025-02-01,Leisure and Hospitality,498.2,4.5,319.082,156.13541346738455,0.08363240891789014
7237,Indiana,2025-03-01,Leisure and Hospitality,510.77,3.4,319.799,159.7159465789449,0.11181976491075307
7248,Indiana,2025-04-01,Leisure and Hospitality,488.04,3.0,320.795,152.13454075032342,0.08624719001090608
7259,Indiana,2025-05-01,Leisure and Hospitality,500.13,3.4,321.465,155.57836778498438,0.084504293520687
7270,Indiana,2025-06-01,Leisure and Hospitality,497.94,3.7,322.561,154.370801181792,0.10197848891249506
7281,Indiana,2025-07-01,Leisure and Hospitality,490.88,4.2,323.048,151.95265099923233,0.09510317902955934
7292,Indiana,2025-08-01,Leisure and Hospitality,493.01,3.8,323.976,152.1748524582068,0.10231414197875899
7303,Indiana,2025-09-01,Leisure and Hospitality,500.38,3.5,324.8,154.057881773399,0.11801769595138079
7314,Indiana,2025-10-01,Leisure and Hospitality,514.56,3.5,324.574,158.53395527676275,0.11521456436931077
7325,Indiana,2025-11-01,Leisure and Hospitality,511.28,3.3,324.122,157.74307205311578,0.10427645788336926
7336,Indiana,2025-12-01,Leisure and Hospitality,510.55,2.7,324.054,157.55090201015884,0.093652935758199
6952,Indiana,2023-01-01,Manufacturing,1204.33,3.7,299.17,402.55707457298524,0.05190846362127677
6963,Indiana,2023-02-01,Manufacturing,1167.68,3.8,300.84,388.1398750166202,-0.029045160110093726
6974,Indiana,2023-03-01,Manufacturing,1184.5,3.7,301.836,392.43165162538594,-0.001702457607119956
6985,Indiana,2023-04-01,Manufacturing,1199.11,2.8,303.363,395.27233050833485,0.048796487422593904
6996,Indiana,2023-05-01,Manufacturing,1199.33,3.4,304.127,394.3517017561742,0.01961301072892052
7007,Indiana,2023-06-01,Manufacturing,1188.44,3.6,305.109,389.51325591837673,0.029638806823596653
7018,Indiana,2023-07-01,Manufacturing,1194.75,3.7,305.691,390.835844038588,0.03398587599958458
7029,Indiana,2023-08-01,Manufacturing,1185.24,3.6,307.026,386.03896738386976,0.03197158081705154
7040,Indiana,2023-09-01,Manufacturing,1209.27,3.2,307.789,392.8892845423326,0.04051868041095186
7051,Indiana,2023-10-01,Manufacturing,1191.42,3.3,307.671,387.23831625340057,0.01571198390438111
7062,Indiana,2023-11-01,Manufacturing,1210.4,3.4,307.051,394.2016147154708,0.0240010828828372
7073,Indiana,2023-12-01,Manufacturing,1161.99,3.2,306.746,378.8117856467566,-0.007100743399128362
7084,Indiana,2024-01-01,Manufacturing,1148.0,4.1,308.417,372.2233210231602,-0.04677289447244515
7095,Indiana,2024-02-01,Manufacturing,1159.33,4.4,310.326,373.5845530184386,-0.007150931762126778
7106,Indiana,2024-03-01,Manufacturing,1178.65,4.3,312.332,377.3708745821754,-0.0049387927395524445
7117,Indiana,2024-04-01,Manufacturing,1187.6,3.6,313.548,378.7617844795693,-0.00959878576610984
7128,Indiana,2024-05-01,Manufacturing,1183.83,4.0,314.069,376.9330943200379,-0.012923882501063133
7139,Indiana,2024-06-01,Manufacturing,1199.07,4.4,314.175,381.6567199809023,0.008944498670526047
7150,Indiana,2024-07-01,Manufacturing,1155.85,4.9,314.54,367.4731353722896,-0.032559112785101596
7161,Indiana,2024-08-01,Manufacturing,1173.6,4.4,314.796,372.81286928677616,-0.009820795788194836
7172,Indiana,2024-09-01,Manufacturing,1208.6,4.0,315.301,383.31625970104756,-0.0005540532718086855
7183,Indiana,2024-10-01,Manufacturing,1203.2,4.0,315.664,381.16478280703535,0.009887361299961261
7194,Indiana,2024-11-01,Manufacturing,1213.79,4.3,315.493,384.7280288310676,0.0028007270323859856
7205,Indiana,2024-12-01,Manufacturing,1246.83,4.0,315.605,395.0602810475119,0.07301267652905774
7216,Indiana,2025-01-01,Manufacturing,1244.92,4.5,317.671,391.88972238573876,0.08442508710801411
7227,Indiana,2025-02-01,Manufacturing,1278.24,4.5,319.082,400.5992190095336,0.1025678624722901
7238,Indiana,2025-03-01,Manufacturing,1252.06,3.4,319.799,391.51467015218935,0.06228312051923801
7249,Indiana,2025-04-01,Manufacturing,1246.4,3.0,320.795,388.5347340201687,0.04951162007409926
7260,Indiana,2025-05-01,Manufacturing,1246.81,3.4,321.465,387.85248782915716,0.053200206110674664
7271,Indiana,2025-06-01,Manufacturing,1233.62,3.7,322.561,382.4454909303976,0.028813997514740564
7282,Indiana,2025-07-01,Manufacturing,1221.81,4.2,323.048,378.2131447958198,0.057066228316823064
7293,Indiana,2025-08-01,Manufacturing,1245.73,3.8,323.976,384.5130503494086,0.06146046353101586
7304,Indiana,2025-09-01,Manufacturing,1242.13,3.5,324.8,382.42918719211826,0.027742842958795366
7315,Indiana,2025-10-01,Manufacturing,1215.6,3.5,324.51750000000004,374.5868866856178,0.01030585106382964
7326,Indiana,2025-11-01,Manufacturing,1226.95,3.3,324.122,378.5457327796324,0.010842073175755251
7337,Indiana,2025-12-01,Manufacturing,1272.69,2.7,324.054,392.7400988724102,0.02074059815692597
6953,Indiana,2023-01-01,Other Services,625.63,3.7,299.17,209.12190393421798,-0.13393227940972896
6964,Indiana,2023-02-01,Other Services,615.07,3.8,300.84,204.45087089482783,-0.12068792977740916
6975,Indiana,2023-03-01,Other Services,598.79,3.7,301.836,198.3825653666229,-0.13413346829585715
6986,Indiana,2023-04-01,Other Services,590.81,2.8,303.363,194.75348015413877,-0.1673572354698687
6997,Indiana,2023-05-01,Other Services,576.18,3.4,304.127,189.45374794082733,-0.18639328984156567
7008,Indiana,2023-06-01,Other Services,585.9,3.6,305.109,192.02973363617593,-0.14244313691051202
7019,Indiana,2023-07-01,Other Services,568.87,3.7,305.691,186.0931463471283,-0.15378207512086273
7030,Indiana,2023-08-01,Other Services,601.97,3.6,307.026,196.06482838586962,-0.08642930856553133
7041,Indiana,2023-09-01,Other Services,587.14,3.2,307.789,190.76055349606386,-0.12148190265288117
7052,Indiana,2023-10-01,Other Services,601.34,3.3,307.671,195.44903484566308,-0.0975477984212264
7063,Indiana,2023-11-01,Other Services,601.09,3.4,307.051,195.7622675060495,-0.08060692271218572
7074,Indiana,2023-12-01,Other Services,600.66,3.2,306.746,195.8167343665443,-0.05318411097099618
7085,Indiana,2024-01-01,Other Services,592.43,4.1,308.417,192.08733630117663,-0.05306650895896947
7096,Indiana,2024-02-01,Other Services,588.25,4.4,310.326,189.55872211803072,-0.04360479295039599
7107,Indiana,2024-03-01,Other Services,586.84,4.3,312.332,187.88980956162032,-0.019956913108101215
7118,Indiana,2024-04-01,Other Services,597.8,3.6,313.548,190.6566139793588,0.011831214772938914
7129,Indiana,2024-05-01,Other Services,607.37,4.0,314.069,193.38744033954322,0.05413238918393559
7140,Indiana,2024-06-01,Other Services,580.94,4.4,314.175,184.90968409326015,-0.008465608465608288
7151,Indiana,2024-07-01,Other Services,557.83,4.9,314.54,177.34787308450436,-0.019406894369539573
7162,Indiana,2024-08-01,Other Services,594.48,4.4,314.796,188.84610986162468,-0.012442480522285138
7173,Indiana,2024-09-01,Other Services,605.15,4.0,315.301,191.92771351819374,0.030674115202506957
7184,Indiana,2024-10-01,Other Services,625.81,4.0,315.664,198.25193877033806,0.040692453520470906
7195,Indiana,2024-11-01,Other Services,627.98,4.3,315.493,199.04720548474927,0.04473539736145993
7206,Indiana,2024-12-01,Other Services,660.71,4.0,315.605,209.34712694665802,0.09997336263443568
7217,Indiana,2025-01-01,Other Services,688.78,4.5,317.671,216.82180620830985,0.1626352480461828
7228,Indiana,2025-02-01,Other Services,706.42,4.5,319.082,221.39136648259696,0.20088397790055246
7239,Indiana,2025-03-01,Other Services,725.22,3.4,319.799,226.77369222542913,0.23580533024333716
7250,Indiana,2025-04-01,Other Services,740.14,3.0,320.795,230.7205536245889,0.2381063900970224
7261,Indiana,2025-05-01,Other Services,743.64,3.4,321.465,231.32844944239653,0.22436076855952702
7272,Indiana,2025-06-01,Other Services,748.51,3.7,322.561,232.05223198092764,0.28844631115089325
7283,Indiana,2025-07-01,Other Services,790.61,4.2,323.048,244.73452861494266,0.4172955918469783
7294,Indiana,2025-08-01,Other Services,780.77,3.8,323.976,240.99624663555326,0.31336630332391335
7305,Indiana,2025-09-01,Other Services,834.08,3.5,324.8,256.79802955665025,0.3783029001074114
7316,Indiana,2025-10-01,Other Services,829.93,3.5,324.461,255.7872903060768,0.3261692846071491
7327,Indiana,2025-11-01,Other Services,863.87,3.3,324.122,266.5261845848168,0.37563298194210004
7338,Indiana,2025-12-01,Other Services,852.3,2.7,324.054,263.0117202688441,0.2899759349790376
6954,Indiana,2023-01-01,Private Education and Health Services,1179.23,3.7,299.17,394.1671959086807,-0.018085682168283435
6965,Indiana,2023-02-01,Private Education and Health Services,1163.8,3.8,300.84,386.8501529051988,-0.014188302062597913
6976,Indiana,2023-03-01,Private Education and Health Services,1137.24,3.7,301.836,376.77414224943345,-0.012846776153605743
6987,Indiana,2023-04-01,Private Education and Health Services,1177.85,2.8,303.363,388.26422470769336,0.04872098510412837
6998,Indiana,2023-05-01,Private Education and Health Services,1158.01,3.4,304.127,380.76527240264755,0.03853673410819347
7009,Indiana,2023-06-01,Private Education and Health Services,1162.38,3.6,305.109,380.97204605567197,0.031466297518901065
7020,Indiana,2023-07-01,Private Education and Health Services,1168.92,3.7,305.691,382.3861350186954,-0.0016569017645148287
7031,Indiana,2023-08-01,Private Education and Health Services,1151.92,3.6,307.026,375.18646629275696,0.014728682170542573
7042,Indiana,2023-09-01,Private Education and Health Services,1148.18,3.2,307.789,373.0412717803431,0.008183622218710163
7053,Indiana,2023-10-01,Private Education and Health Services,1134.97,3.3,307.671,368.8907956876014,-0.0245040739849417
7064,Indiana,2023-11-01,Private Education and Health Services,1139.74,3.4,307.051,371.1891509879466,-0.019257907961311993
7075,Indiana,2023-12-01,Private Education and Health Services,1138.05,3.2,306.746,371.0072828985545,-0.02700831024930761
7086,Indiana,2024-01-01,Private Education and Health Services,1111.83,4.1,308.417,360.4956925201918,-0.05715594074099206
7097,Indiana,2024-02-01,Private Education and Health Services,1100.58,4.4,310.326,354.6528489395023,-0.05432204846193511
7108,Indiana,2024-03-01,Private Education and Health Services,1092.3,4.3,312.332,349.72401162865157,-0.03951672470190992
7119,Indiana,2024-04-01,Private Education and Health Services,1111.36,3.6,313.548,354.4465281232857,-0.05645031200916928
7130,Indiana,2024-05-01,Private Education and Health Services,1125.54,4.0,314.069,358.37347843945116,-0.028039481524339216
7141,Indiana,2024-06-01,Private Education and Health Services,1117.23,4.4,314.175,355.6075435664836,-0.03884271924843863
7152,Indiana,2024-07-01,Private Education and Health Services,1121.89,4.9,314.54,356.67641635404084,-0.04023372001505665
7163,Indiana,2024-08-01,Private Education and Health Services,1117.18,4.4,314.796,354.8901510819706,-0.03015834432946729
7174,Indiana,2024-09-01,Private Education and Health Services,1116.55,4.0,315.301,354.1219342786734,-0.027547945444094224
7185,Indiana,2024-10-01,Private Education and Health Services,1149.38,4.0,315.664,364.11500836332306,0.012696370829184955
7196,Indiana,2024-11-01,Private Education and Health Services,1140.86,4.3,315.493,361.6118265698446,0.0009826802604102625
7207,Indiana,2024-12-01,Private Education and Health Services,1151.51,4.0,315.605,364.8579711981749,0.011827248363428744
7218,Indiana,2025-01-01,Private Education and Health Services,1164.07,4.5,317.671,366.43886284867045,0.046985600316595155
7229,Indiana,2025-02-01,Private Education and Health Services,1149.23,4.5,319.082,360.16760581919385,0.044203965181994986
7240,Indiana,2025-03-01,Private Education and Health Services,1156.36,3.4,319.799,361.58962348224975,0.05864689187952021
7251,Indiana,2025-04-01,Private Education and Health Services,1139.14,3.0,320.795,355.0990507956795,0.024996400806219565
7262,Indiana,2025-05-01,Private Education and Health Services,1134.72,3.4,321.465,352.98399514721666,0.00815608507916199
7273,Indiana,2025-06-01,Private Education and Health Services,1140.64,3.7,322.561,353.6199354540692,0.020953608478111008
7284,Indiana,2025-07-01,Private Education and Health Services,1140.16,4.2,323.048,352.9382630445011,0.01628501903038626
7295,Indiana,2025-08-01,Private Education and Health Services,1138.72,3.8,323.976,351.48282588833746,0.019280688877351793
7306,Indiana,2025-09-01,Private Education and Health Services,1175.55,3.5,324.8,361.9304187192118,0.05284134163270782
7317,Indiana,2025-10-01,Private Education and Health Services,1165.1,3.5,324.4045,359.1503816993907,0.01367693887139132
7328,Indiana,2025-11-01,Private Education and Health Services,1171.41,3.3,324.122,361.4102097358402,0.02677804463299638
7339,Indiana,2025-12-01,Private Education and Health Services,1191.81,2.7,324.054,367.7812957099743,0.03499752498892761
6955,Indiana,2023-01-01,Private Service Providing,966.92,3.7,299.17,323.20085570077214,-0.010519852640196614
6966,Indiana,2023-02-01,Private Service Providing,957.78,3.8,300.84,318.3685680095732,0.017442848644514175
6977,Indiana,2023-03-01,Private Service Providing,946.73,3.7,301.836,313.6570853046025,0.004999893845141434
6988,Indiana,2023-04-01,Private Service Providing,960.6,2.8,303.363,316.6503495811948,0.028391572456320624
