,state_name,date,industry_name,avg_hourly_earnings,unemployment_rate,cpi_national,real_wage_index,wage_growth_yoy
132,Alabama,2023-01-01,Construction,1159.76,2.6,299.17,387.6591904268476,0.06695615374707908
143,Alabama,2023-02-01,Construction,1154.36,2.5,300.84,383.7122723042149,0.02601569652205593
154,Alabama,2023-03-01,Construction,1196.91,2.2,301.836,396.5431558859778,0.029352070039044387
165,Alabama,2023-04-01,Construction,1199.2,1.8,303.363,395.30199793646557,0.059448189343675795
176,Alabama,2023-05-01,Construction,1201.99,2.0,304.127,395.2263363660576,0.034423704162686475
187,Alabama,2023-06-01,Construction,1206.63,2.7,305.109,395.4750597327513,0.06337246192893398
198,Alabama,2023-07-01,Construction,1189.98,2.6,305.691,389.27544481191796,0.04747150213458928
209,Alabama,2023-08-01,Construction,1243.35,2.8,307.026,404.9657032303453,0.09314143536631447
220,Alabama,2023-09-01,Construction,1265.1,2.6,307.789,411.0283343459318,0.08730404290429039
231,Alabama,2023-10-01,Construction,1271.06,2.6,307.671,413.1231087752827,0.05481282313009839
242,Alabama,2023-11-01,Construction,1316.05,2.5,307.051,428.60957951610646,0.1405728647571176
253,Alabama,2023-12-01,Construction,1330.65,2.6,306.746,433.79538771491724,0.1310049977900929
264,Alabama,2024-01-01,Construction,1281.54,3.2,308.417,415.52184218120277,0.10500448368627979
275,Alabama,2024-02-01,Construction,1329.54,3.2,310.326,428.4333249550472,0.15175508506878277
286,Alabama,2024-03-01,Construction,1293.12,2.8,312.332,414.02097767759943,0.08038198360778992
297,Alabama,2024-04-01,Construction,1309.48,2.4,313.548,417.6330258843941,0.09196130753835896
308,Alabama,2024-05-01,Construction,1290.74,2.4,314.069,410.9733848294483,0.07383588881771064
319,Alabama,2024-06-01,Construction,1357.94,3.3,314.175,432.22407893689825,0.12539883808624008
330,Alabama,2024-07-01,Construction,1305.59,3.4,314.54,415.0791632224836,0.09715289332593824
341,Alabama,2024-08-01,Construction,1340.45,3.5,314.796,425.8154487350539,0.07809546788917054
352,Alabama,2024-09-01,Construction,1332.0,3.1,315.301,422.45346510160135,0.05288119516243772
363,Alabama,2024-10-01,Construction,1378.28,3.2,315.664,436.6288205180192,0.08435479048982741
374,Alabama,2024-11-01,Construction,1357.15,3.3,315.493,430.16802274535416,0.03122981649633383
385,Alabama,2024-12-01,Construction,1413.25,3.2,315.605,447.7907510970992,0.06207492578814855
396,Alabama,2025-01-01,Construction,1297.03,3.4,317.671,408.2934860279975,0.012087020303697127
407,Alabama,2025-02-01,Construction,1361.94,3.4,319.082,426.83072062980676,0.02436933074597225
418,Alabama,2025-03-01,Construction,1403.58,3.4,319.799,438.89443056419816,0.08542130660727554
429,Alabama,2025-04-01,Construction,1396.51,2.7,320.795,435.3278573543852,0.06646149616641717
440,Alabama,2025-05-01,Construction,1361.53,2.8,321.465,423.5391100119765,0.05484450780172612
451,Alabama,2025-06-01,Construction,1363.63,3.0,322.561,422.75104553867334,0.004190170405172555
462,Alabama,2025-07-01,Construction,1368.86,2.9,323.048,423.7326960699338,0.048460849118023175
473,Alabama,2025-08-01,Construction,1376.88,2.7,323.976,424.9944440328914,0.027177440411802145
484,Alabama,2025-09-01,Construction,1366.97,2.9,324.8,420.8651477832512,0.026253753753753717
495,Alabama,2025-10-01,Construction,1377.0,2.9,324.74350000000004,424.0269628183474,-0.0009286937342194435
506,Alabama,2025-11-01,Construction,1407.46,2.7,324.122,434.23772530096693,0.037070331208783
517,Alabama,2025-12-01,Construction,1421.56,2.3,324.054,438.6799730909046,0.005880063683000092
133,Alabama,2023-01-01,Financial Activities,1303.78,2.6,299.17,435.7990440217936,0.03926601409303965
144,Alabama,2023-02-01,Financial Activities,1276.9,2.5,300.84,424.44488764791924,0.058341828911488536
155,Alabama,2023-03-01,Financial Activities,1257.67,2.2,301.836,416.67329278151055,0.08419827586206896
166,Alabama,2023-04-01,Financial Activities,1293.6,1.8,303.363,426.41983366461955,0.0797275641025641
177,Alabama,2023-05-01,Financial Activities,1253.27,2.0,304.127,412.0877133565911,0.003217930758455001
188,Alabama,2023-06-01,Financial Activities,1282.82,2.7,305.109,420.446463395049,0.09432288334399663
199,Alabama,2023-07-01,Financial Activities,1339.5,2.6,305.691,438.1875815774753,0.11624999999999996
210,Alabama,2023-08-01,Financial Activities,1317.94,2.8,307.026,429.2600626657026,0.08888264648534339
221,Alabama,2023-09-01,Financial Activities,1293.08,2.6,307.789,420.11897761128563,0.08578242031370698
232,Alabama,2023-10-01,Financial Activities,1359.09,2.6,307.671,441.73484013767956,0.05905042429342866
243,Alabama,2023-11-01,Financial Activities,1321.68,2.5,307.051,430.44315113775895,0.10780681608636633
254,Alabama,2023-12-01,Financial Activities,1349.82,2.6,306.746,440.044857960658,0.08386195378117511
265,Alabama,2024-01-01,Financial Activities,1336.61,3.2,308.417,433.3775375546743,0.025180628633665103
276,Alabama,2024-02-01,Financial Activities,1376.25,3.2,310.326,443.48523810444493,0.0778056229931865
287,Alabama,2024-03-01,Financial Activities,1327.44,2.8,312.332,425.0092849916115,0.0554756017079201
298,Alabama,2024-04-01,Financial Activities,1319.05,2.4,313.548,420.6851901463253,0.01967377860234998
309,Alabama,2024-05-01,Financial Activities,1328.3,2.4,314.069,422.93254030165343,0.05986738691582816
320,Alabama,2024-06-01,Financial Activities,1303.51,3.3,314.175,414.8993395400653,0.016128529333811592
331,Alabama,2024-07-01,Financial Activities,1243.65,3.4,314.54,395.38691422394606,-0.07155655095184765
342,Alabama,2024-08-01,Financial Activities,1267.46,3.5,314.796,402.62900418048514,-0.038302198886140504
353,Alabama,2024-09-01,Financial Activities,1290.87,3.1,315.301,409.40878715893695,-0.0017090976583041817
364,Alabama,2024-10-01,Financial Activities,1263.83,3.2,315.664,400.3719144406711,-0.07009101678328877
375,Alabama,2024-11-01,Financial Activities,1269.73,3.3,315.493,402.45900859923995,-0.03930603474365957
386,Alabama,2024-12-01,Financial Activities,1310.64,3.2,315.605,415.27859191077454,-0.029026092367871126
397,Alabama,2025-01-01,Financial Activities,1239.73,3.4,317.671,390.2559566343796,-0.07248187579024534
408,Alabama,2025-02-01,Financial Activities,1331.63,3.4,319.082,417.33159501319415,-0.03242143505903716
419,Alabama,2025-03-01,Financial Activities,1304.72,3.4,319.799,407.981263230967,-0.01711565117820768
430,Alabama,2025-04-01,Financial Activities,1300.51,2.7,320.795,405.4022038996867,-0.014055570296804487
441,Alabama,2025-05-01,Financial Activities,1294.63,2.8,321.465,402.72813525578215,-0.02534818941504169
452,Alabama,2025-06-01,Financial Activities,1322.02,3.0,322.561,409.8511599356401,0.014200121211191297
463,Alabama,2025-07-01,Financial Activities,1291.3,2.9,323.048,399.72388004259426,0.0383146383628834
474,Alabama,2025-08-01,Financial Activities,1331.42,2.7,323.976,410.96254043509396,0.05046313098638233
485,Alabama,2025-09-01,Financial Activities,1315.97,2.9,324.8,405.16317733990144,0.019444250776608163
496,Alabama,2025-10-01,Financial Activities,1306.52,2.9,324.687,402.39368992291037,0.03377827714170434
507,Alabama,2025-11-01,Financial Activities,1335.7,2.7,324.122,412.09791374852676,0.05195592763815937
518,Alabama,2025-12-01,Financial Activities,1339.92,2.3,324.054,413.48664111536976,0.02234023072697311
134,Alabama,2023-01-01,Goods Producing,1180.28,2.6,299.17,394.5181669285021,0.026401836649506016
145,Alabama,2023-02-01,Goods Producing,1174.9,2.5,300.84,390.53982183220324,0.012556772642265734
156,Alabama,2023-03-01,Goods Producing,1183.49,2.2,301.836,392.0970328257729,0.0002873684655368969
167,Alabama,2023-04-01,Goods Producing,1198.26,1.8,303.363,394.99213813154535,0.015930884210704876
178,Alabama,2023-05-01,Goods Producing,1189.12,2.0,304.127,390.9945516182384,-0.017329289556975103
189,Alabama,2023-06-01,Goods Producing,1181.88,2.7,305.109,387.36320462523236,-0.011500213276682603
200,Alabama,2023-07-01,Goods Producing,1179.84,2.6,305.691,385.95836972629223,-0.0010752597133204533
211,Alabama,2023-08-01,Goods Producing,1196.48,2.8,307.026,389.6998951228886,0.022501388710848946
222,Alabama,2023-09-01,Goods Producing,1216.25,2.6,307.789,395.15707189015853,0.014869454202581567
233,Alabama,2023-10-01,Goods Producing,1190.59,2.6,307.671,386.9685475719193,-0.0028058361391696263
244,Alabama,2023-11-01,Goods Producing,1207.45,2.5,307.051,393.2408622671804,0.03289136013686922
255,Alabama,2023-12-01,Goods Producing,1219.03,2.6,306.746,397.40697515208024,0.034224435602236314
266,Alabama,2024-01-01,Goods Producing,1170.97,3.2,308.417,379.67102980704703,-0.007887958789439709
277,Alabama,2024-02-01,Goods Producing,1206.14,3.2,310.326,388.668690344992,0.026589496978466354
288,Alabama,2024-03-01,Goods Producing,1202.12,2.8,312.332,384.8853143449918,0.01574157787560515
299,Alabama,2024-04-01,Goods Producing,1223.73,2.4,313.548,390.28474109227295,0.02125582094036349
310,Alabama,2024-05-01,Goods Producing,1220.48,2.4,314.069,388.6025045451795,0.026372443487621133
321,Alabama,2024-06-01,Goods Producing,1262.26,3.3,314.175,401.76971433118484,0.06801028869259129
332,Alabama,2024-07-01,Goods Producing,1243.98,3.4,314.54,395.491829338081,0.0543633034987796
343,Alabama,2024-08-01,Goods Producing,1267.55,3.5,314.796,402.6575941244489,0.05939923776410794
354,Alabama,2024-09-01,Goods Producing,1296.65,3.1,315.301,411.24195609909265,0.06610483042137716
365,Alabama,2024-10-01,Goods Producing,1293.68,3.2,315.664,409.82817172689954,0.08658732225199284
376,Alabama,2024-11-01,Goods Producing,1305.41,3.3,315.493,413.7682927988894,0.08112965340179712
387,Alabama,2024-12-01,Goods Producing,1315.66,3.2,315.605,416.86918775051095,0.07926794254448222
398,Alabama,2025-01-01,Goods Producing,1272.55,3.4,317.671,400.58740017187597,0.08674859304679017
409,Alabama,2025-02-01,Goods Producing,1314.18,3.4,319.082,411.8627813540093,0.08957500787636596
420,Alabama,2025-03-01,Goods Producing,1335.66,3.4,319.799,417.65609023167684,0.11108707949289598
431,Alabama,2025-04-01,Goods Producing,1340.88,2.7,320.795,417.98656462850107,0.0957319016449707
442,Alabama,2025-05-01,Goods Producing,1322.97,2.8,321.465,411.5440250104989,0.08397515731515459
453,Alabama,2025-06-01,Goods Producing,1332.1,3.0,322.561,412.97615024755004,0.05532932993202655
464,Alabama,2025-07-01,Goods Producing,1340.27,2.9,323.048,414.88261806295037,0.07740478142735419
475,Alabama,2025-08-01,Goods Producing,1352.33,2.7,323.976,417.4167222263377,0.06688493550550278
486,Alabama,2025-09-01,Goods Producing,1345.34,2.9,324.8,414.2056650246305,0.03755061119037517
497,Alabama,2025-10-01,Goods Producing,1351.83,2.9,324.6305,416.4211311013599,0.044949291942365965
508,Alabama,2025-11-01,Goods Producing,1389.53,2.7,324.122,428.705857670877,0.0644395247470142
519,Alabama,2025-12-01,Goods Producing,1393.45,2.3,324.054,430.0054929116753,0.05912621801985307
135,Alabama,2023-01-01,Leisure and Hospitality,398.98,2.6,299.17,133.36230236989002,0.02665843240183219
146,Alabama,2023-02-01,Leisure and Hospitality,394.57,2.5,300.84,131.15609626379472,-0.01711339178955762
157,Alabama,2023-03-01,Leisure and Hospitality,404.61,2.2,301.836,134.04961634795055,0.0014107514107513097
168,Alabama,2023-04-01,Leisure and Hospitality,401.35,1.8,303.363,132.30024755820585,-0.029782193535910273
179,Alabama,2023-05-01,Leisure and Hospitality,391.39,2.0,304.127,128.69294735423028,-0.06464487142720587
190,Alabama,2023-06-01,Leisure and Hospitality,390.25,2.7,305.109,127.90510932158672,-0.06854906079194223
201,Alabama,2023-07-01,Leisure and Hospitality,398.66,2.6,305.691,130.41273704492446,-0.03865538112807154
212,Alabama,2023-08-01,Leisure and Hospitality,391.63,2.8,307.026,127.55597245835857,-0.0434049829018075
223,Alabama,2023-09-01,Leisure and Hospitality,382.53,2.6,307.789,124.28319400628351,-0.04572668762161358
234,Alabama,2023-10-01,Leisure and Hospitality,392.92,2.6,307.671,127.70784376818096,-0.029539616676546032
245,Alabama,2023-11-01,Leisure and Hospitality,386.86,2.5,307.051,125.9920990324083,-0.01767304860088359
256,Alabama,2023-12-01,Leisure and Hospitality,401.5,2.6,306.746,130.89005235602096,0.013402660339735917
267,Alabama,2024-01-01,Leisure and Hospitality,380.8,3.2,308.417,123.46919916865804,-0.04556619379417515
278,Alabama,2024-02-01,Leisure and Hospitality,403.74,3.2,310.326,130.1018928481661,0.023240489646957574
289,Alabama,2024-03-01,Leisure and Hospitality,409.0,2.8,312.332,130.9503989344672,0.010849954276958007
300,Alabama,2024-04-01,Leisure and Hospitality,407.46,2.4,313.548,129.9513950017222,0.015223620281549666
311,Alabama,2024-05-01,Leisure and Hospitality,410.33,2.4,314.069,130.64963431602607,0.04839162983213674
322,Alabama,2024-06-01,Leisure and Hospitality,420.74,3.3,314.175,133.9189941911355,0.07812940422805892
333,Alabama,2024-07-01,Leisure and Hospitality,413.42,3.4,314.54,131.43638328988362,0.03702403050218228
344,Alabama,2024-08-01,Leisure and Hospitality,403.14,3.5,314.796,128.06388899477756,0.02938998544544602
355,Alabama,2024-09-01,Leisure and Hospitality,400.55,3.1,315.301,127.03733892375857,0.04710741641178484
366,Alabama,2024-10-01,Leisure and Hospitality,413.81,3.2,315.664,131.09192052308785,0.053166038888323275
377,Alabama,2024-11-01,Leisure and Hospitality,413.82,3.3,315.493,131.16614314739155,0.06968929328439222
388,Alabama,2024-12-01,Leisure and Hospitality,419.66,3.2,315.605,132.97000998083047,0.045230386052304006
399,Alabama,2025-01-01,Leisure and Hospitality,397.32,3.4,317.671,125.07279543930669,0.043382352941176316
410,Alabama,2025-02-01,Leisure and Hospitality,425.81,3.4,319.082,133.4484552560157,0.054663892604151165
421,Alabama,2025-03-01,Leisure and Hospitality,419.87,3.4,319.799,131.29184268868886,0.026577017114914447
432,Alabama,2025-04-01,Leisure and Hospitality,430.5,2.7,320.795,134.1978522109135,0.056545427772051404
443,Alabama,2025-05-01,Leisure and Hospitality,431.45,2.8,321.465,134.2136780053816,0.051470767431092135
454,Alabama,2025-06-01,Leisure and Hospitality,441.73,3.0,322.561,136.94463992857166,0.04988829205685219
465,Alabama,2025-07-01,Leisure and Hospitality,443.78,2.9,323.048,137.37277432455858,0.07343621498717989
476,Alabama,2025-08-01,Leisure and Hospitality,441.64,2.7,323.976,136.31873965972787,0.09550032246862128
487,Alabama,2025-09-01,Leisure and Hospitality,437.9,2.9,324.8,134.82142857142856,0.09324678566970412
498,Alabama,2025-10-01,Leisure and Hospitality,445.9,2.9,324.574,137.38007357336076,0.07754766680360548
509,Alabama,2025-11-01,Leisure and Hospitality,449.05,2.7,324.122,138.54351139385787,0.08513363298052301
520,Alabama,2025-12-01,Leisure and Hospitality,438.99,2.3,324.054,135.4681627136218,0.0460610970785873
136,Alabama,2023-01-01,Manufacturing,1170.9,2.6,299.17,391.38282581809676,-0.04035602471847488
147,Alabama,2023-02-01,Manufacturing,1165.63,2.5,300.84,387.4584496742455,-0.03909946746245019
158,Alabama,2023-03-01,Manufacturing,1162.39,2.2,301.836,385.10648166554023,-0.0400294005913151
169,Alabama,2023-04-01,Manufacturing,1178.34,1.8,303.363,388.4257473719603,-0.034590679688012105
180,Alabama,2023-05-01,Manufacturing,1168.06,2.0,304.127,384.0698129399889,-0.04747692207326226
191,Alabama,2023-06-01,Manufacturing,1156.29,2.7,305.109,378.97603807164,-0.048540254097821034
202,Alabama,2023-07-01,Manufacturing,1160.73,2.6,305.691,379.7069589879977,-0.02717177219963962
213,Alabama,2023-08-01,Manufacturing,1164.83,2.8,307.026,379.39132190759085,-0.009144422327702073
224,Alabama,2023-09-01,Manufacturing,1196.73,2.6,307.789,388.8150648658659,-0.007316162747293742
235,Alabama,2023-10-01,Manufacturing,1163.97,2.6,307.671,378.3164484140527,-0.001047039538616068
246,Alabama,2023-11-01,Manufacturing,1179.97,2.5,307.051,384.2912089522588,0.013041089304417941
257,Alabama,2023-12-01,Manufacturing,1189.0,2.6,306.746,387.61711644161625,0.02733807976774738
268,Alabama,2024-01-01,Manufacturing,1155.38,3.2,308.417,374.61618522973777,-0.013254761294730577
279,Alabama,2024-02-01,Manufacturing,1189.58,3.2,310.326,383.3323666080186,0.020546828753549518
290,Alabama,2024-03-01,Manufacturing,1190.88,2.8,312.332,381.28657966522803,0.024509846092963583
301,Alabama,2024-04-01,Manufacturing,1206.76,2.4,313.548,384.8724916121296,0.024118675424750213
312,Alabama,2024-05-01,Manufacturing,1209.58,2.4,314.069,385.131929607825,0.03554611920620521
323,Alabama,2024-06-01,Manufacturing,1245.06,3.3,314.175,396.2950584865123,0.07677139817865752
334,Alabama,2024-07-01,Manufacturing,1235.75,3.4,314.54,392.87530997647355,0.0646317403702843
345,Alabama,2024-08-01,Manufacturing,1265.66,3.5,314.796,402.05720530121096,0.08656198758617162
356,Alabama,2024-09-01,Manufacturing,1304.76,3.1,315.301,413.8141014459199,0.09027098844350845
367,Alabama,2024-10-01,Manufacturing,1281.24,3.2,315.664,405.8872725429571,0.10075001933039518
378,Alabama,2024-11-01,Manufacturing,1298.21,3.3,315.493,411.48615024739064,0.10020593743908734
389,Alabama,2024-12-01,Manufacturing,1303.69,3.2,315.605,413.0764721724941,0.09645920941968056
400,Alabama,2025-01-01,Manufacturing,1309.62,3.4,317.671,412.2567058371711,0.1334972043829734
411,Alabama,2025-02-01,Manufacturing,1333.92,3.4,319.082,418.04927886875475,0.1213369424502766
422,Alabama,2025-03-01,Manufacturing,1336.07,3.4,319.799,417.7842957607748,0.12191824533118356
433,Alabama,2025-04-01,Manufacturing,1343.73,2.7,320.795,418.87498246543737,0.11350227054261008
444,Alabama,2025-05-01,Manufacturing,1330.23,2.8,321.465,413.8024357239513,0.09974536616015484
455,Alabama,2025-06-01,Manufacturing,1332.25,3.0,322.561,413.0226530795726,0.07002875363436312
466,Alabama,2025-07-01,Manufacturing,1322.19,2.9,323.048,409.28592654961494,0.06994942342706856
477,Alabama,2025-08-01,Manufacturing,1338.44,2.7,323.976,413.1293676074771,0.057503594962312166
488,Alabama,2025-09-01,Manufacturing,1334.11,2.9,324.8,410.74815270935954,0.022494558386216612
499,Alabama,2025-10-01,Manufacturing,1337.74,2.9,324.51750000000004,412.2243022333156,0.04409790515438172
510,Alabama,2025-11-01,Manufacturing,1368.25,2.7,324.122,422.1404286040442,0.053951209742645556
521,Alabama,2025-12-01,Manufacturing,1358.15,2.3,324.054,419.11224672431143,0.041773734553459896
137,Alabama,2023-01-01,Other Services,898.11,2.6,299.17,300.2005548684694,0.03274956015776831
148,Alabama,2023-02-01,Other Services,886.79,2.5,300.84,294.77130700704697,0.002498360803997235
159,Alabama,2023-03-01,Other Services,861.24,2.2,301.836,285.33375740468335,0.013712496616014702
170,Alabama,2023-04-01,Other Services,900.36,1.8,303.363,296.79295101907616,0.041047105889970625
181,Alabama,2023-05-01,Other Services,907.87,2.0,304.127,298.51673807323914,0.0033597471348207897
192,Alabama,2023-06-01,Other Services,863.6,2.7,305.109,283.04638670114616,-0.011446886446886406
203,Alabama,2023-07-01,Other Services,888.46,2.6,305.691,290.639894534023,0.003025581972950553
214,Alabama,2023-08-01,Other Services,862.68,2.8,307.026,280.97946102284493,-0.022004557358092813
225,Alabama,2023-09-01,Other Services,887.01,2.6,307.789,288.1876870193542,-0.027209317628479335
236,Alabama,2023-10-01,Other Services,917.04,2.6,307.671,298.0586405608588,-0.0031957216461228066
247,Alabama,2023-11-01,Other Services,904.86,2.5,307.051,294.693715376273,0.07151230949589671
258,Alabama,2023-12-01,Other Services,919.52,2.6,306.746,299.7659301180782,0.06955753035872148
269,Alabama,2024-01-01,Other Services,876.82,3.2,308.417,284.2969097034211,-0.023705336762757323
280,Alabama,2024-02-01,Other Services,900.36,3.2,310.326,290.13360143848723,0.015302382751271493
291,Alabama,2024-03-01,Other Services,885.64,2.8,312.332,283.5572403724242,0.028331243323579836
302,Alabama,2024-04-01,Other Services,884.0,2.4,313.548,281.93450444589024,-0.018170509573948168
313,Alabama,2024-05-01,Other Services,881.79,2.4,314.069,280.7631444045735,-0.02872657979666693
324,Alabama,2024-06-01,Other Services,889.54,3.3,314.175,283.1351953529084,0.030037054191755397
335,Alabama,2024-07-01,Other Services,894.53,3.4,314.54,284.39308196095885,0.006832046462418084
346,Alabama,2024-08-01,Other Services,870.03,3.5,314.796,276.37898829718296,0.008519961051606684
357,Alabama,2024-09-01,Other Services,934.58,3.1,315.301,296.40882838938035,0.05362960958726504
368,Alabama,2024-10-01,Other Services,929.94,3.2,315.664,294.598053626641,0.01406699816801904
379,Alabama,2024-11-01,Other Services,902.65,3.3,315.493,286.10777418199456,-0.0024423667749707834
390,Alabama,2024-12-01,Other Services,922.79,3.2,315.605,292.3876364442895,0.0035562032364711005
401,Alabama,2025-01-01,Other Services,847.01,3.4,317.671,266.63120020398463,-0.033997855888323825
412,Alabama,2025-02-01,Other Services,924.21,3.4,319.082,289.646548536113,0.026489404238304592
423,Alabama,2025-03-01,Other Services,876.71,3.4,319.799,274.1440717450649,-0.010083103744184974
434,Alabama,2025-04-01,Other Services,905.94,2.7,320.795,282.40465094530776,0.024819004524886834
445,Alabama,2025-05-01,Other Services,879.56,2.8,321.465,273.6098797691817,-0.0025289468013925953
456,Alabama,2025-06-01,Other Services,875.03,3.0,322.561,271.27582069748047,-0.016311801605324083
467,Alabama,2025-07-01,Other Services,832.92,2.9,323.048,257.8316535004086,-0.06887415737873526
478,Alabama,2025-08-01,Other Services,817.8,2.7,323.976,252.4261056374546,-0.06003241267542503
489,Alabama,2025-09-01,Other Services,856.95,2.9,324.8,263.8392857142857,-0.08306405016156992
500,Alabama,2025-10-01,Other Services,920.22,2.9,324.461,283.6149799205451,-0.010452287244338332
511,Alabama,2025-11-01,Other Services,909.27,2.7,324.122,280.53325599619893,0.007333961114496246
522,Alabama,2025-12-01,Other Services,939.89,2.3,324.054,290.04116597850975,0.01853075997789322
138,Alabama,2023-01-01,Private Education and Health Services,943.94,2.6,299.17,315.5196042383929,-0.046929585428403975
149,Alabama,2023-02-01,Private Education and Health Services,927.47,2.5,300.84,308.293445020609,-0.092210868373659
160,Alabama,2023-03-01,Private Education and Health Services,912.42,2.2,301.836,302.289985290025,-0.074145856376016
171,Alabama,2023-04-01,Private Education and Health Services,942.48,1.8,303.363,310.6773073842229,-0.06364376974586206
182,Alabama,2023-05-01,Private Education and Health Services,930.79,2.0,304.127,306.0530633583996,-0.06295994281860018
193,Alabama,2023-06-01,Private Education and Health Services,926.08,2.7,305.109,303.5243142614607,-0.04586853492684939
204,Alabama,2023-07-01,Private Education and Health Services,939.09,2.6,305.691,307.202371021718,-0.04238981910142148
215,Alabama,2023-08-01,Private Education and Health Services,914.97,2.8,307.026,298.0105919368392,-0.020972211819339392
226,Alabama,2023-09-01,Private Education and Health Services,929.96,2.6,307.789,302.14205186020297,-0.0006447730398898566
237,Alabama,2023-10-01,Private Education and Health Services,954.85,2.6,307.671,310.3477415811045,0.01676054988233533
248,Alabama,2023-11-01,Private Education and Health Services,930.19,2.5,307.051,302.9431592797288,-0.0010095260597338118
259,Alabama,2023-12-01,Private Education and Health Services,949.87,2.6,306.746,309.66010966728174,0.027108564013840875
270,Alabama,2024-01-01,Private Education and Health Services,917.4,3.2,308.417,297.4544204761735,-0.02811619382587882
281,Alabama,2024-02-01,Private Education and Health Services,966.83,3.2,310.326,311.5530119938387,0.042438030340604005
292,Alabama,2024-03-01,Private Education and Health Services,970.22,2.8,312.332,310.6373986655226,0.06334801955239922
303,Alabama,2024-04-01,Private Education and Health Services,990.93,2.4,313.548,316.03773584905656,0.051406926406926345
314,Alabama,2024-05-01,Private Education and Health Services,989.54,2.4,314.069,315.07089206511944,0.06311842628304998
325,Alabama,2024-06-01,Private Education and Health Services,1003.1,3.3,314.175,319.2806556855256,0.08316776088458888
336,Alabama,2024-07-01,Private Education and Health Services,986.06,3.4,314.54,313.49271952692817,0.05001650534027613
347,Alabama,2024-08-01,Private Education and Health Services,981.79,3.5,314.796,311.88134537922974,0.07302971682131654
358,Alabama,2024-09-01,Private Education and Health Services,1015.28,3.1,315.301,322.0034189552206,0.09174588154329211
369,Alabama,2024-10-01,Private Education and Health Services,1013.66,3.2,315.664,321.11992498352674,0.061590825784154424
380,Alabama,2024-11-01,Private Education and Health Services,1016.94,3.3,315.493,322.3336175446048,0.09326051666863755
391,Alabama,2024-12-01,Private Education and Health Services,1019.66,3.2,315.605,323.0810665230272,0.07347321212376423
402,Alabama,2025-01-01,Private Education and Health Services,1015.69,3.4,317.671,319.7301610786002,0.10713974275125371
413,Alabama,2025-02-01,Private Education and Health Services,1025.49,3.4,319.082,321.3876056938342,0.06067250705915206
424,Alabama,2025-03-01,Private Education and Health Services,1020.1,3.4,319.799,318.9816103239848,0.051411020180989864
435,Alabama,2025-04-01,Private Education and Health Services,1024.43,2.7,320.795,319.341012172883,0.03380662609871554
446,Alabama,2025-05-01,Private Education and Health Services,1003.33,2.8,321.465,312.11173844742046,0.013935768134688997
457,Alabama,2025-06-01,Private Education and Health Services,1034.96,3.0,322.561,320.8571401998382,0.03176153922839209
468,Alabama,2025-07-01,Private Education and Health Services,1052.11,2.9,323.048,325.68225155394856,0.06698375352412622
479,Alabama,2025-08-01,Private Education and Health Services,1038.24,2.7,323.976,320.46818282835767,0.05749702074781782
490,Alabama,2025-09-01,Private Education and Health Services,1043.42,2.9,324.8,321.25,0.027716492002206383
501,Alabama,2025-10-01,Private Education and Health Services,1046.88,2.9,324.4045,322.7082238378321,0.03277232997257484
512,Alabama,2025-11-01,Private Education and Health Services,1064.46,2.7,324.122,328.41337521056886,0.046728420555784966
523,Alabama,2025-12-01,Private Education and Health Services,1045.2,2.3,324.054,322.53883611990597,0.025047564874566053
139,Alabama,2023-01-01,Private Service Providing,966.27,2.6,299.17,322.9835879265969,0.03887712206083149
150,Alabama,2023-02-01,Private Service Providing,951.2,2.5,300.84,316.18135886185354,0.010334901802500296
161,Alabama,2023-03-01,Private Service Providing,939.06,2.2,301.836,311.11597026199655,0.018547442405310255
172,Alabama,2023-04-01,Private Service Providing,977.13,1.8,303.363,322.0992672145252,0.037876937130232546
183,Alabama,2023-05-01,Private Service Providing,957.1,2.0,304.127,314.7040545561558,0.0073464404496275115
194,Alabama,2023-06-01,Private Service Providing,951.8,2.7,305.109,311.95408853885004,0.014852804759721394
205,Alabama,2023-07-01,Private Service Providing,972.43,2.6,305.691,318.1088092223847,0.023610526315789526
216,Alabama,2023-08-01,Private Service Providing,964.65,2.8,307.026,314.1916319790506,0.025797807292718966
227,Alabama,2023-09-01,Private Service Providing,964.96,2.6,307.789,313.51347838941615,0.021445961680956804
238,Alabama,2023-10-01,Private Service Providing,985.31,2.6,307.671,320.24792716895644,0.01469558411599925
249,Alabama,2023-11-01,Private Service Providing,968.25,2.5,307.051,315.3384942566544,0.024722454465599286
260,Alabama,2023-12-01,Private Service Providing,992.2,2.6,306.746,323.459800616797,0.04181104181104178
271,Alabama,2024-01-01,Private Service Providing,969.1,3.2,308.417,314.2174393759099,0.002928788019911588
282,Alabama,2024-02-01,Private Service Providing,981.98,3.2,310.326,316.4349748329176,0.03235912531539098
293,Alabama,2024-03-01,Private Service Providing,981.38,2.8,312.332,314.2105195753237,0.0450663429386835
304,Alabama,2024-04-01,Private Service Providing,977.08,2.4,313.548,311.6205493257811,-5.1170263936195504e-05
315,Alabama,2024-05-01,Private Service Providing,980.72,2.4,314.069,312.26259197819587,0.02467871695747581
326,Alabama,2024-06-01,Private Service Providing,992.67,3.3,314.175,315.96084984483167,0.04293969321285984
337,Alabama,2024-07-01,Private Service Providing,975.77,3.4,314.54,310.2212755134482,0.003434694528140936
348,Alabama,2024-08-01,Private Service Providing,978.45,3.5,314.796,310.8203407921321,0.014305706733012125
